year,country,code,continent,report_type,report_link,date,assessment_body,in_efu,io1,io2,io3,io4,io5,io6,io7,io8,io9,io10,io11,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,io1_i,io2_i,io3_i,io4_i,io5_i,io6_i,io7_i,io8_i,io9_i,io10_i,io11_i,r1_i,r2_i,r3_i,r4_i,r5_i,r6_i,r7_i,r8_i,r9_i,r10_i,r11_i,r12_i,r13_i,r14_i,r15_i,r16_i,r17_i,r18_i,r19_i,r20_i,r21_i,r22_i,r23_i,r24_i,r25_i,r26_i,r27_i,r28_i,r29_i,r30_i,r31_i,r32_i,r33_i,r34_i,r35_i,r36_i,r37_i,r38_i,r39_i,r40_i,io_le,io_me,io_se,io_he,r_nc,r_pc,r_lc,r_c,io_mean,r_mean,io_a_mean,io_b_mean,io_c_mean,r_a_mean,r_b_mean,r_c_mean,r_d_mean,r_e_mean,r_f_mean,r_g_mean,ei1,tci1,ei2,tci2,cr1,cr2,fu,efu,c1_efu,c2_efu,c3_efu,c4_efu,r_efu,io_efu,rio_efu,stage
2019,Andorra,AD,Europe,EFUR2,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Fur2-andorra-2019.html,2019-12-01,MONEYVAL,1,SE,SE,ME,ME,ME,SE,ME,ME,SE,ME,ME,LC,C,LC,C,LC,LC,C,PC,LC,LC,C,LC,LC,LC,C,LC,LC,LC,C,C,C,LC,LC,LC,LC,LC,LC,LC,LC,C,PC,C,LC,LC,LC,PC,LC,LC,LC,LC,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,7,4,0,0,3,27,10,0.45454545454545453,0.725,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.8333333333333333,0.8333333333333333,0.6666666666666666,0.7777777777777778,0.6666666666666666,0.7,0.6,0.45454545454545453,0.725,0.48148148148148145,0.7253968253968254,0.6269592476489029,0.6637490882567468,1,1,0,0,1,0,0,1,1,2
2021,Andorra,AD,Europe,EFUR3,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Fur-andorra-2021.html,2021-11-01,MONEYVAL,1,SE,SE,ME,ME,ME,SE,ME,ME,SE,ME,ME,LC,C,LC,C,LC,LC,C,LC,LC,LC,C,LC,LC,LC,PC,LC,LC,LC,C,C,C,LC,LC,LC,LC,LC,LC,LC,LC,C,PC,C,LC,LC,LC,PC,LC,LC,LC,LC,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,7,4,0,0,3,28,9,0.45454545454545453,0.7166666666666667,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.8333333333333333,0.8333333333333333,0.75,0.7333333333333333,0.6666666666666666,0.7,0.6,0.45454545454545453,0.7166666666666667,0.48148148148148145,0.7309523809523809,0.6342494714587738,0.6587043069127759,1,1,0,0,1,0,0,1,1,3
2023,Angola,AO,Africa,MER,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/esaamlg-mutual-evaluation-of-angola-2023.html,2023-06-01,ESAAMLG,1,LE,LE,LE,LE,LE,ME,LE,ME,ME,LE,LE,LC,PC,PC,LC,PC,PC,PC,NC,LC,LC,C,C,LC,C,PC,PC,LC,LC,C,PC,LC,PC,PC,NC,NC,C,C,LC,LC,LC,LC,LC,PC,C,PC,PC,PC,LC,LC,LC,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,8,3,0,0,3,14,16,7,0.0909090909090909,0.5583333333333333,0.0,0.0,0.16666666666666666,0.5,0.5,0.25,0.6444444444444444,0.0,0.7,0.5333333333333333,0.0909090909090909,0.5583333333333333,0.05555555555555555,0.4468253968253968,0.16282225237449116,0.12433392539964476,0,0,1,1,1,1,1,1,1,0
2024,Anguilla,AI,North America,MER,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/MER-Anguilla-2024.html,2024-07-01,CFATF,1,ME,ME,ME,ME,ME,ME,ME,ME,ME,ME,ME,PC,C,C,C,LC,LC,LC,LC,C,LC,C,LC,C,C,LC,LC,C,LC,C,C,C,PC,PC,LC,PC,LC,LC,PC,C,C,C,LC,C,C,PC,LC,LC,PC,LC,LC,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0,11,0,0,0,7,17,16,0.3333333333333333,0.7416666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.7999999999999999,0.5,0.7666666666666666,0.6,0.3333333333333333,0.7416666666666667,0.3333333333333333,0.7142857142857143,0.44943820224719094,0.4666666666666666,0,0,0,0,1,0,0,1,1,0
2018,Antigua and Barbuda,AG,North America,MER,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Mer-antigua-barbuda-2018.html,2018-07-01,CFATF,1,ME,ME,LE,ME,ME,ME,LE,ME,ME,LE,LE,LC,LC,LC,LC,C,PC,NC,NC,C,LC,LC,LC,C,LC,C,LC,C,C,C,C,LC,PC,LC,LC,LC,LC,LC,PC,LC,LC,LC,LC,LC,C,PC,LC,PC,LC,LC,PC,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,4,7,0,0,2,6,23,9,0.2121212121212121,0.6583333333333333,0.3333333333333333,0.2222222222222222,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.7999999999999999,0.6666666666666666,0.6333333333333333,0.5333333333333333,0.2121212121212121,0.6583333333333333,0.24074074074074073,0.6142857142857142,0.32220943613348674,0.39190353143841516,0,0,1,0,1,1,1,1,1,0
2021,Antigua and Barbuda,AG,North America,EFUR3,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Cfatf-antigua-and-barbuda-fur-2021.html,2021-11-01,CFATF,1,ME,ME,LE,ME,ME,ME,LE,ME,ME,LE,LE,LC,C,LC,LC,C,PC,PC,NC,C,LC,LC,LC,C,LC,LC,LC,C,C,C,C,LC,LC,LC,LC,LC,LC,LC,C,LC,LC,LC,LC,LC,C,PC,LC,C,LC,LC,LC,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,4,7,0,0,1,3,25,11,0.2121212121212121,0.7166666666666667,0.3333333333333333,0.2222222222222222,0.16666666666666666,0.8333333333333333,0.6666666666666666,0.41666666666666663,0.7999999999999999,0.6666666666666666,0.7,0.7333333333333333,0.2121212121212121,0.7166666666666667,0.24074074074074073,0.6880952380952381,0.29598308668076106,0.34986543637062667,1,1,0,0,1,1,0,1,1,3
2024,Argentina,AR,South America,MER,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/MER-Argentina-2024.html,2024-12-01,FATF/GAFILAT,1,ME,SE,ME,ME,ME,ME,ME,ME,ME,ME,LE,LC,C,LC,LC,LC,PC,NC,PC,C,LC,C,C,C,PC,PC,PC,PC,PC,C,C,LC,PC,PC,PC,PC,LC,C,LC,C,LC,LC,LC,LC,LC,C,LC,C,LC,C,PC,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,1.0,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.3333333333333333,1,9,1,0,1,12,15,12,0.3333333333333333,0.65,0.5,0.3333333333333333,0.2777777777777778,0.8333333333333333,0.6666666666666666,0.3333333333333333,0.6444444444444444,0.3333333333333333,0.7666666666666666,0.7333333333333333,0.3333333333333333,0.65,0.37037037037037035,0.6158730158730158,0.5128205128205128,0.6013745704467355,0,0,1,0,1,0,1,1,1,0
2015,Armenia,AM,Asia,MER,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Mer-armenia-2015.html,2015-12-01,MONEYVAL,0,ME,SE,ME,SE,SE,ME,LE,LE,SE,SE,SE,PC,LC,LC,LC,LC,LC,PC,LC,C,LC,C,PC,C,C,C,C,C,C,C,C,C,LC,C,LC,LC,LC,C,PC,C,LC,PC,C,C,C,LC,LC,LC,LC,LC,C,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,2,3,6,0,0,5,17,18,0.45454545454545453,0.775,0.5,0.5555555555555556,0.38888888888888884,0.5,0.6666666666666666,0.5833333333333333,0.9111111111111111,0.6666666666666666,0.7666666666666666,0.7333333333333333,0.45454545454545453,0.775,0.48148148148148145,0.6896825396825397,0.5865102639296187,0.698120444955888,0,0,0,0,0,0,0,0,0,0
2018,Armenia,AM,Asia,RFUR1,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Fur-armenia-2018.html,2018-07-01,MONEYVAL,0,ME,SE,ME,SE,SE,ME,LE,LE,SE,SE,SE,LC,LC,LC,LC,LC,LC,LC,C,C,LC,C,PC,C,C,C,C,C,C,C,C,C,LC,C,LC,LC,LC,C,PC,C,LC,PC,C,C,C,LC,LC,LC,LC,LC,C,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,2,3,6,0,0,3,18,19,0.45454545454545453,0.7999999999999999,0.5,0.5555555555555556,0.38888888888888884,0.6666666666666666,0.6666666666666666,0.75,0.9111111111111111,0.6666666666666666,0.7666666666666666,0.7333333333333333,0.45454545454545453,0.7999999999999999,0.48148148148148145,0.7373015873015872,0.5681818181818182,0.6530319339791891,1,0,0,0,0,0,0,0,0,1
2022,Aruba,AW,North America,MER,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Mer-aruba-2022.html,2022-07-01,CFATF,0,SE,SE,SE,SE,ME,SE,ME,SE,ME,ME,LE,LC,LC,LC,C,C,LC,PC,PC,C,LC,C,C,C,C,PC,C,C,C,LC,C,C,LC,LC,PC,PC,C,C,PC,C,C,C,LC,PC,C,LC,LC,LC,LC,LC,LC,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,4,6,0,0,7,15,18,0.4848484848484848,0.7583333333333333,0.6666666666666666,0.5555555555555556,0.38888888888888884,0.6666666666666666,0.8333333333333333,0.5833333333333333,0.8666666666666667,0.3333333333333333,0.8,0.6666666666666666,0.4848484848484848,0.7583333333333333,0.537037037037037,0.6785714285714286,0.6393606393606394,0.7914230019493176,0,0,0,0,0,0,0,0,0,0
2015,Australia,AU,Oceania,MER,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Mer-australia-2015.html,2015-04-01,FATF/APG,1,SE,HE,ME,ME,ME,SE,ME,ME,SE,ME,SE,PC,LC,C,C,LC,C,C,NC,C,PC,LC,LC,NC,LC,LC,PC,PC,PC,PC,C,C,NC,NC,PC,NC,PC,PC,NC,C,LC,LC,LC,LC,LC,PC,LC,C,C,C,C,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,0.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,1.0,0,6,4,1,6,10,12,12,0.5151515151515151,0.5833333333333334,0.8333333333333333,0.3333333333333333,0.5,0.5,1.0,0.6666666666666666,0.4888888888888889,0.16666666666666666,0.5333333333333333,0.9333333333333333,0.5151515151515151,0.5833333333333334,0.5555555555555556,0.6126984126984127,0.8831168831168831,0.9067357512953368,0,0,1,1,0,0,1,0,1,0
2018,Australia,AU,Oceania,EFUR3,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Fur-australia-2018.html,2018-11-01,FATF,1,SE,HE,ME,ME,ME,SE,ME,ME,SE,ME,SE,PC,LC,C,C,C,C,C,LC,C,PC,LC,LC,NC,LC,C,PC,PC,PC,LC,C,C,NC,NC,PC,NC,PC,PC,NC,C,C,LC,C,LC,LC,PC,C,C,C,C,C,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0,6,4,1,5,9,9,17,0.5151515151515151,0.65,0.8333333333333333,0.3333333333333333,0.5,0.5,1.0,0.9166666666666666,0.5333333333333333,0.16666666666666666,0.6,1.0,0.5151515151515151,0.65,0.5555555555555556,0.6738095238095237,0.7925407925407925,0.8244994110718493,1,1,1,1,0,0,1,0,1,3
2024,Australia,AU,Oceania,EFUR4,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Australia-fur-2024.html,2024-03-01,FATF,1,SE,HE,ME,ME,ME,SE,ME,ME,SE,ME,SE,PC,LC,C,C,C,C,C,LC,C,LC,LC,LC,C,LC,PC,PC,C,LC,LC,C,C,NC,NC,PC,NC,LC,PC,NC,C,C,LC,C,LC,LC,PC,C,C,C,C,C,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0,6,4,1,4,6,12,18,0.5151515151515151,0.7,0.8333333333333333,0.3333333333333333,0.5,0.5,1.0,0.9166666666666666,0.6444444444444444,0.16666666666666666,0.6333333333333333,1.0,0.5151515151515151,0.7,0.5555555555555556,0.6944444444444444,0.735930735930736,0.8,1,1,1,0,0,0,1,0,1,4
2016,Austria,AT,Europe,MER,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Mer-austria-2016.html,2016-09-01,FATF,1,ME,SE,ME,ME,ME,LE,LE,ME,SE,ME,SE,PC,PC,LC,C,C,PC,PC,PC,LC,LC,C,PC,LC,C,PC,PC,LC,PC,C,C,C,PC,LC,PC,PC,C,C,LC,PC,C,LC,LC,PC,LC,C,LC,LC,LC,C,LC,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,2,6,3,0,0,14,14,12,0.3636363636363636,0.65,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8333333333333333,0.5,0.6666666666666666,0.3333333333333333,0.7333333333333333,0.7333333333333333,0.3636363636363636,0.65,0.3888888888888889,0.5904761904761905,0.5594405594405594,0.6586021505376344,0,0,1,0,1,0,1,1,1,0
2017,Austria,AT,Europe,EFUR1,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Fur-austria-2017.html,2017-12-01,FATF,1,ME,SE,ME,ME,ME,LE,LE,ME,SE,ME,SE,LC,LC,LC,C,C,PC,PC,PC,C,C,C,C,LC,C,C,C,LC,C,C,C,C,LC,LC,PC,PC,C,C,LC,LC,C,LC,LC,PC,LC,C,LC,LC,LC,C,LC,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,2,6,3,0,0,6,16,18,0.3636363636363636,0.7666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.8333333333333333,0.5,0.9111111111111111,0.3333333333333333,0.7666666666666666,0.7333333333333333,0.3636363636363636,0.7666666666666666,0.3888888888888889,0.6777777777777777,0.4743083003952569,0.5737704918032788,1,1,0,0,1,0,0,1,1,1
2018,Austria,AT,Europe,EFUR2,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Fur-austria-2018.html,2018-11-01,FATF,1,ME,SE,ME,ME,ME,LE,LE,ME,SE,ME,SE,LC,LC,LC,C,C,PC,PC,PC,C,C,C,C,LC,C,C,C,LC,C,C,C,C,LC,LC,LC,LC,C,C,LC,LC,C,LC,LC,PC,LC,C,LC,LC,LC,C,LC,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,2,6,3,0,0,4,18,18,0.3636363636363636,0.7833333333333333,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.8333333333333333,0.5,0.9111111111111111,0.6666666666666666,0.7666666666666666,0.7333333333333333,0.3636363636363636,0.7833333333333333,0.3888888888888889,0.7253968253968254,0.4642166344294003,0.5361050328227571,1,1,0,0,1,0,0,1,1,2
2023,Azerbaijan,AZ,Europe,MER,https://www.fatf-gafi.org/content/fatf-gafi/en/publications/Mutualevaluations/Azerbaijan-MER-2023.html,2023-12-01,MONEYVAL,1,ME,SE,LE,ME,ME,ME,ME,ME,SE,ME,ME,LC,C,LC,LC,LC,LC,LC,PC,LC,LC,C,C,C,PC,PC,PC,C,LC,LC,C,LC,LC,LC,PC,LC,PC,PC,PC,C,LC,LC,LC,PC,PC,NC,LC,LC,LC,LC,LC,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,8,2,0,1,10,22,7,0.3636363636363636,0.625,0.5,0.2222222222222222,0.38888888888888884,0.8333333333333333,0.6666666666666666,0.5833333333333333,0.7111111111111111,0.5,0.4666666666666667,0.6666666666666666,0.3636363636363636,0.625,0.37037037037037035,0.6325396825396825,0.5818181818181818,0.5855290673358428,0,0,1,0,1,0,1,1,1,0
